"state","month_date","median_listing_price","new_listing_count","active_listing_count","pending_listing_count"
"ar",2019 Jan,136456.666666667,3546,13978,2346
"az",2019 Jan,278535,13290,26391,9745
"ca",2019 Jan,509138.724137931,34548,69897,23751
"co",2019 Jan,409004.796875,8196,17484.9,7848
"ct",2019 Jan,339593.75,3774,14293,2907
"dc",2019 Jan,619625,722,1278,286
"de",2019 Jan,287250,1262,4536,199
"fl",2019 Jan,272138.835820896,50480,150114,38520
"ga",2019 Jan,196365.880503145,15341.6,45832,15340.6
"hi",2019 Jan,753893.75,2158,6120,858
"ia",2019 Jan,140862.626262626,3018,11373,3040
"id",2019 Jan,279871.227272727,2348,6139,599
"il",2019 Jan,124392.431372549,13484,44315,14326
"in",2019 Jan,154549.510869565,5806,17859,2974
"ks",2019 Jan,113876.873922902,2748.56380952381,9317,1799
"ky",2019 Jan,157414.075,4208,13577,4400
"la",2019 Jan,185045.1875,4964,18630,3038
"ma",2019 Jan,646374.857142857,5624,13655,1658
"md",2019 Jan,312156.041666667,6788,18457,2616
"me",2019 Jan,232301,1572,7673,507
"mi",2019 Jan,177073.506024096,10358,32684,3670
"mn",2019 Jan,197707.298850575,5496,13274,6161
"mo",2019 Jan,143232.982608696,6410,21261,4818
"ms",2019 Jan,145844.402439024,2588,10130,2036
"mt",2019 Jan,266948.892857143,1099,5865,1444
"nc",2019 Jan,237580.39,13092,41248,11444
"nd",2019 Jan,156934.240384615,769,3134.25,938
"ne",2019 Jan,171992.698842884,1791.33333333333,4811.48717948718,1703.94471153846
"nh",2019 Jan,288993.8,1378,4480,1271
"nj",2019 Jan,336151.380952381,12424,36715,610
"nm",2019 Jan,219889.060606061,2060,7625,1989
"nv",2019 Jan,311341.058823529,5366,11244,2059
"ny",2019 Jan,264289.677419355,14686,52391,10956
"oh",2019 Jan,158152.034090909,9962,27336,11331
"ok",2019 Jan,140102.631578947,4712,15455,2487
"or",2019 Jan,334672.055555556,5322,12493,1402
"pa",2019 Jan,166392.805970149,12012,38649,6438
"ri",2019 Jan,437180,980,3223,1515
"sc",2019 Jan,211969.326086957,8682,26348,7578
"sd",2019 Jan,178587.445116857,690.090909090909,3025.97972972973,1223
"tn",2019 Jan,212091.4,9504,25471,7751
"tx",2019 Jan,193254.546811319,32867.3333333333,91001.7777777778,26392.875
"ut",2019 Jan,340406.793103448,4198,10436,5290
"va",2019 Jan,261536.350603124,9489.46666666667,29309.9333333333,6932
"vt",2019 Jan,272586.214285714,678,4533,567
"wa",2019 Jan,353863.307692308,7912,14232,5356
"wi",2019 Jan,205742.333333333,4726,17302,3235
"wv",2019 Jan,146259.436363636,1402,7101,1295
"wy",2019 Jan,298330.739130435,678,3153,648
"ak",2019 Feb,270100.993755123,889.885714285714,2697.48571428571,694.264150943396
"al",2019 Feb,173819.328358209,6928,20596,2424
"ar",2019 Feb,136605.92,3876,13936,2681
"az",2019 Feb,278731.466666667,13296,27134,13048
"ca",2019 Feb,518137.189655172,36074,70753,29321
"co",2019 Feb,413256.34375,9176,17384.8,9991
"ct",2019 Feb,347350,4478,14328,3353
"dc",2019 Feb,625146,846,1247,262
"de",2019 Feb,290781.666666667,1538,4566,286
"fl",2019 Feb,274577.52238806,49526,155029,48016
"ga",2019 Feb,202166.100628931,17962,45482,17559
"hi",2019 Feb,759500,2074,6265,1059
"ia",2019 Feb,144249.898989899,2686,11049,3476
"id",2019 Feb,281624.977272727,2704,5883,677
"il",2019 Feb,126220.009803922,16604,44116,17333
"in",2019 Feb,156724.47826087,6422,16928,3423
"ks",2019 Feb,114332.737703597,3122.81904761905,9181,1646
"ky",2019 Feb,158211.991666667,4202,12978,5450
"la",2019 Feb,188488.78125,5200,18893,3455
"ma",2019 Feb,651054.357142857,6036,13242,2124
"md",2019 Feb,316046.416666667,8000,17803,2861
"me",2019 Feb,235080.75,1536,7374,571
"mi",2019 Feb,179316.831325301,10180,30881,4205
"mn",2019 Feb,200208.287356322,6124,12786,6999
"mo",2019 Feb,145487.026086957,7184,20601,5664
"ms",2019 Feb,147468.975609756,2914,10153,2471
"mt",2019 Feb,247918.239795918,1157.14285714286,5625,1597
"nc",2019 Feb,240325.76,15048,40831,14029
"nd",2019 Feb,153283.572115385,609.5,3052.375,889
"ne",2019 Feb,167125.919182646,1641.33333333333,4668.0811965812,1811.46995192308
"nh",2019 Feb,292503.8,1482,4254,1527
"nj",2019 Feb,343408.333333333,13426,37645,766
"nm",2019 Feb,222830,2496,7444,2484
"nv",2019 Feb,311251.647058824,5378,11517,2446
"ny",2019 Feb,266688.629032258,14654,52836,11132
"oh",2019 Feb,161215.636363636,11290,25631,13321
"ok",2019 Feb,139360.157894737,4884,15064,3094
"or",2019 Feb,336543.694444444,5380,12232,1719
"pa",2019 Feb,169400.597014925,12472,37227,7984
"ri",2019 Feb,460750,1074,3026,1740
"sc",2019 Feb,212361.173913043,9418,26707,9448
"sd",2019 Feb,181185.0013143,673.272727272727,3034.25675675676,1230.95454545455
"tn",2019 Feb,212446.989473684,9848,24767,9284
"tx",2019 Feb,194551.833928369,35646,91913.3333333333,33874.8333333333
"ut",2019 Feb,344410.448275862,4450,10217,6169
"va",2019 Feb,264270.386365332,11288.7333333333,28530.9666666667,8000
"vt",2019 Feb,273903.571428571,760,4489,652
"wa",2019 Feb,359717.282051282,8136,13624,5855
"wi",2019 Feb,213841.305555556,4752,16885,3554
"wv",2019 Feb,148214.545454545,1534,7031,1412
"wy",2019 Feb,302569.260869565,756,3059,730
"ak",2019 Mar,268945.616722286,1140.57142857143,2967.57142857143,693.830188679245
"al",2019 Mar,180533.502229162,7104,20499,2862
"ar",2019 Mar,138588.613333333,4340,13757,3418
"az",2019 Mar,289287.266666667,13424,26601,15598
"ca",2019 Mar,533491.775862069,41736,71800,34631
"co",2019 Mar,414098.625,11296,17964.7,11793
"ct",2019 Mar,357386.5,5748,14838,4004
"dc",2019 Mar,635671,1136,1327,316
"de",2019 Mar,294205,1920,4641,378
"fl",2019 Mar,277584.134328358,49272,152940,54980
"ga",2019 Mar,200768.909744364,18788,47274,20594
"hi",2019 Mar,761883.75,2036,6219,1121
"ia",2019 Mar,147554.777777778,4280,11140,4103
"id",2019 Mar,289423.363636364,3244,5966,946
"il",2019 Mar,129823.264705882,19876,46219,22039
"in",2019 Mar,161089.619565217,8596,16081,5195
"ks",2019 Mar,118175.268150958,3809.07428571429,9254.5,2208
"ky",2019 Mar,161705.55,5304,12827,6383
"la",2019 Mar,190664.46875,5612,18902,4053
"ma",2019 Mar,668560.571428571,8248,14117,2793
"md",2019 Mar,326082.041666667,10056,18523,3184
"me",2019 Mar,239892.1875,1828,7090,597
"mi",2019 Mar,184452.445783133,13792,30596,4843
"mn",2019 Mar,203867.75862069,8236,14272,7856
"mo",2019 Mar,149091.417391304,9040,20386,7632
"ms",2019 Mar,151975.349382364,3192,10255,2842
"mt",2019 Mar,249493.729591837,1601.28571428571,5438,1917
"nc",2019 Mar,250065.96,16640,40448,16219
"nd",2019 Mar,158132.185564497,910,3204.5,1044
"ne",2019 Mar,165204.157450167,2313.33333333333,4672.67521367521,1671.99519230769
"nh",2019 Mar,297899.3,2052,4294,1796
"nj",2019 Mar,353619.714285714,15816,39791,1000
"nm",2019 Mar,221924.696969697,2660,7362,3104
"nv",2019 Mar,318825.823529412,5408,11543,2888
"ny",2019 Mar,274565.403225806,17844,54875,11517
"oh",2019 Mar,166299.147727273,15076,25555,16281
"ok",2019 Mar,143849.105263158,5704,14788,3640
"or",2019 Mar,344895.240259829,6324,12615,2051
"pa",2019 Mar,173588.343283582,16952,37525,10026
"ri",2019 Mar,457464.2,1416,3085,2039
"sc",2019 Mar,220020.782608696,9888,27095,10444
"sd",2019 Mar,190114.194938643,898.454545454545,3131.53378378378,1305.90909090909
"tn",2019 Mar,219685.147368421,10952,24029,10411
"tx",2019 Mar,198583.318851609,39702.6666666667,93956.8888888889,39831.7916666667
"ut",2019 Mar,351033.344827586,5308,10194,7059
"va",2019 Mar,268185.489374359,14600,29613,9242
"vt",2019 Mar,275973.5,788,4403,767
"wa",2019 Mar,368328.051282051,11408,13864,7737
"wi",2019 Mar,218214.861111111,7832,17604,5055
"wv",2019 Mar,148194.690909091,1904,7025,1741
"wy",2019 Mar,303930.565217391,872,3051,836
"ak",2019 Apr,283449.799026319,1332.25714285714,3056.53214285714,693.396226415094
"al",2019 Apr,181369.447761194,8058,20462,3098
"ar",2019 Apr,142850.986666667,4802,13559,3504
"az",2019 Apr,298707.666666667,14406,26060,17137
"ca",2019 Apr,548972.637931034,47596,73790,38744
"co",2019 Apr,410227.625,13658,18923.6,13257
"ct",2019 Apr,365660.875,6846,15443,4540
"dc",2019 Apr,649950,1440,1427,335
"de",2019 Apr,298859.666666667,2268,4737,472
"fl",2019 Apr,280029.044776119,48628,148919,59669
"ga",2019 Apr,197739.257861635,21044,50250,22635
"hi",2019 Apr,751600.75,2224,6125,1092
"ia",2019 Apr,149581.101010101,5674,11576,4704
"id",2019 Apr,297790.136363636,3982,6177,772
"il",2019 Apr,133084.764705882,23188,48509,26621
"in",2019 Apr,166582.532608696,10216,15277,7134
"ks",2019 Apr,120224.215914265,4894.66285714286,9341.66666666667,1976
"ky",2019 Apr,164349.416666667,6084,12948,6923
"la",2019 Apr,193230.5,6044,19012,4351
"ma",2019 Apr,692635,10876,15294,3266
"md",2019 Apr,334164.041666667,12486,19704,3422
"me",2019 Apr,245282.3125,2472,6889,634
"mi",2019 Apr,190148.795180723,17700,31132,5505
"mn",2019 Apr,206699.586206897,10726,16556,9007
"mo",2019 Apr,151573.295652174,11020,20409,9700
"ms",2019 Apr,154089.408889374,3428.90909090909,10349.6818181818,2925.95454545455
"mt",2019 Apr,250482.540816327,2137.42857142857,5449,1992
"nc",2019 Apr,260683.32,19350,40396,18122
"nd",2019 Apr,152150.646226415,1188.5,3311.625,950
"ne",2019 Apr,162608.998405909,2788.66666666667,4467.82478632479,1146.52043269231
"nh",2019 Apr,304733.2,2620,4418,2099
"nj",2019 Apr,362467.285714286,17762,41986,1139
"nm",2019 Apr,218941.181818182,3172,7469,3509
"nv",2019 Apr,325633.823529412,5666,11696,3322
"ny",2019 Apr,283709.822580645,22090,57500,11873
"oh",2019 Apr,171306.909090909,17576,26083,18760
"ok",2019 Apr,147180.644736842,6638,14719,3724
"or",2019 Apr,347006.388888889,8024,13245,2222
"pa",2019 Apr,177831.552238806,20278,38547,11773
"ri",2019 Apr,457677,1808,3240,2360
"sc",2019 Apr,226578.413043478,10718,27510,10834
"sd",2019 Apr,195727.086975684,1237.63636363636,3301.81081081081,1288.86363636364
"tn",2019 Apr,227177.042105263,12882,23658,11282
"tx",2019 Apr,201719.387828215,43955.3333333333,96687.0277777778,43713.75
"ut",2019 Apr,356406.75862069,6484,10336,7634
"va",2019 Apr,273696.857142857,17364,30543,10213
"vt",2019 Apr,278451.357142857,1020,4334,884
"wa",2019 Apr,374726.666666667,15006,14459,10162
"wi",2019 Apr,223720.736111111,9246,19014,7612
"wv",2019 Apr,147246.636363636,2292,7092,1873
"wy",2019 Apr,307717.347826087,1078,3131,740
"ak",2019 May,289857.934756347,1519.94285714286,3330.49285714286,692.962264150943
"al",2019 May,184681.208955224,8120,20506,3261
"ar",2019 May,143052.986666667,4454,13560,3530
"az",2019 May,291416,13830,25140,17007
"ca",2019 May,559447.982758621,48458,79008,40513
"co",2019 May,410265.645833333,14223.3333333333,20610.5,14184
"ct",2019 May,366865.625,7424,16710,4947
"dc",2019 May,656800,1284,1504,297
"de",2019 May,305485.333333333,2092,4802,534
"fl",2019 May,283654.194029851,46720,143971,60021
"ga",2019 May,199836.41509434,21208,51280,23344
"hi",2019 May,758962.5,1954,6022,1030
"ia",2019 May,152006.292929293,5518,12200,5317
"id",2019 May,306915.727272727,4774,6581,808
"il",2019 May,134780.539215686,22996,51400,28020
"in",2019 May,171651.413043478,11076,15861,7870
"ks",2019 May,124735.541290466,4596.25142857143,9436.33333333333,1986
"ky",2019 May,166655.383333333,6276,13329,7376
"la",2019 May,193062.625,5752,19006,4317
"ma",2019 May,726096.785714286,11772,16866,3435
"md",2019 May,337044.166666667,12306,21150,3477
"me",2019 May,252624.5,3370,7366,753
"mi",2019 May,194185.240963855,19518,33551,6042
"mn",2019 May,209603.057471264,13202,18830,10691
"mo",2019 May,151727.730434783,10806,20957,10147
"ms",2019 May,154979.261079311,3493.81818181818,10405.3636363636,3050.90909090909
"mt",2019 May,252101.084183673,2607.57142857143,5877,2285
"nc",2019 May,263987.81,20066,41692,18869
"nd",2019 May,154314.669811321,1355,3610.75,920
"ne",2019 May,167304.639521739,3038,4815.97435897436,1280.04567307692
"nh",2019 May,309947.4,3178,4902,2285
"nj",2019 May,370338.238095238,17698,44105,1233
"nm",2019 May,221037.121212121,3276,7789.5,3716
"nv",2019 May,323847.352941176,7008,12626,3428
"ny",2019 May,288122.870967742,25508,62121,13701
"oh",2019 May,174236.079545455,18008,27007,19784
"ok",2019 May,146405.881578947,6352,14784,3828
"or",2019 May,343212,9548,14407,2380
"pa",2019 May,181989.462686567,20260,40040,12572
"ri",2019 May,458735,1912,3435,2647
"sc",2019 May,227893.695652174,10914,27579,11189
"sd",2019 May,193169.490577745,1518.81818181818,3686.08783783784,1152.42835130971
"tn",2019 May,231678.273684211,13208,24340,11835
"tx",2019 May,208603.385022699,44274,99736.1666666667,45235.7083333333
"ut",2019 May,361282.517241379,6842,10822,7873
"va",2019 May,276487.147655553,17041.3492063492,32143.2661647993,11005.0297619048
"vt",2019 May,278223.214285714,1494,4541,905
"wa",2019 May,383066.820512821,17254,16432,11152
"wi",2019 May,225113.375,9880,20299,6505
"wv",2019 May,148518.090909091,2376,7399,2006
"wy",2019 May,315465.217391304,1218,3167,898
"ak",2019 Jun,282564.070486374,1377.62857142857,3591.45357142857,692.528301886793
"al",2019 Jun,186009.179104478,7832,20800,2975
"ar",2019 Jun,143494.64,4288,13616,3321
"az",2019 Jun,297194,12464,23834,16238
"ca",2019 Jun,560658.24137931,46900,81446,44471
"co",2019 Jun,422471.557291667,14442.6666666667,23151.4,13986
"ct",2019 Jun,364961.625,6236,17609,4881
"dc",2019 Jun,649900,1176,1618,302
"de",2019 Jun,306762.666666667,1920,4843,525
"fl",2019 Jun,282700.835820896,43392,139361,58424
"ga",2019 Jun,206388.132075472,20428,51264,23809
"hi",2019 Jun,770975,1972,5940,1017
"ia",2019 Jun,152663.111111111,4944,12616,5155
"id",2019 Jun,306153.363636364,4532,7224,930
"il",2019 Jun,135013.137254902,21800,54129,27088
"in",2019 Jun,173494.27173913,10608,16681,7749
"ks",2019 Jun,124656.646505885,4767.84,9545.33333333333,1803
"ky",2019 Jun,168543.441666667,6136,13799,7272
"la",2019 Jun,196308.375,5724,19208,4258
"ma",2019 Jun,764607.142857143,10896,18495,3277
"md",2019 Jun,337913.958333333,11328,21880,3545
"me",2019 Jun,255915.625,3540,8408,878
"mi",2019 Jun,196811.253012048,19840,37340,6226
"mn",2019 Jun,209877.528735632,12760,20804,10925
"mo",2019 Jun,154458.652173913,10720,21906,9853
"ms",2019 Jun,156209.808391199,3224.72727272727,10631.0454545455,2943.86363636364
"mt",2019 Jun,252338.520408163,2581.71428571429,6317,2412
"nc",2019 Jun,266210.86,18400,42823,18722
"nd",2019 Jun,157202.75,1271.5,3807.875,837
"ne",2019 Jun,168408.650202787,2869.58333333333,5083.12393162393,1251.57091346154
"nh",2019 Jun,308930,3152,5492,2482
"nj",2019 Jun,375846.285714286,15548,44778,1276
"nm",2019 Jun,221136.575757576,3112,8246,3948
"nv",2019 Jun,324362.588235294,6828,12929,3452
"ny",2019 Jun,290279.016129032,21984,64913,14740
"oh",2019 Jun,175145.329545455,17180,27688,20536
"ok",2019 Jun,148782.078947368,6236,14965,3572
"or",2019 Jun,357068.055555556,8868,16168,2454
"pa",2019 Jun,182287.567164179,18676,41721,12298
"ri",2019 Jun,462251.4,1704,3526,2712
"sc",2019 Jun,228744.130434783,10164,27492,11307
"sd",2019 Jun,192000.433862346,1468,3953.36486486487,1118.99306625578
"tn",2019 Jun,231479.631578947,12720,24725,11425
"tx",2019 Jun,209923.63520523,44882.6666666667,103943.930555556,44570.6666666667
"ut",2019 Jun,367018.896551724,6476,11401,8035
"va",2019 Jun,280338.889296069,14576.6984126984,32759.5323295985,10834.0595238095
"vt",2019 Jun,279998.928571429,1540,4873,980
"wa",2019 Jun,382604.692307692,16480,18090,11845
"wi",2019 Jun,223851.388888889,9668,22020,6582
"wv",2019 Jun,150139.072727273,2212,7632,1935
"wy",2019 Jun,315096.086956522,1368,3364,859
"ak",2019 Jul,270746.941550089,1325.31428571429,3758.91428571429,692.094339622642
"al",2019 Jul,186611.194029851,7426,20857,2989
"ar",2019 Jul,143415.4,4036,13526,3297
"az",2019 Jul,293041.133333333,11310,22352,15283
"ca",2019 Jul,560683.431034483,42696,82804,44194
"co",2019 Jul,427155.59375,12408,24845.3,13599
"ct",2019 Jul,356761,5186,17757,4510
"dc",2019 Jul,649900,964,1567,278
"de",2019 Jul,308068,1750,4677,506
"fl",2019 Jul,283278.805970149,42434,134984,55687
"ga",2019 Jul,205491.364779874,18266,52176,23019
"hi",2019 Jul,758050,6060,6015,978
"ia",2019 Jul,150757.676767677,4904,12935,4884
"id",2019 Jul,309927.113636364,4226,7766,914
"il",2019 Jul,134598.225490196,19946,56145,25222
"in",2019 Jul,174329.97826087,10490,17814,7510
"ks",2019 Jul,123648.045392723,4380,9820.66666666667,1856
"ky",2019 Jul,167464.966666667,5756,14297,7179
"la",2019 Jul,197769.21875,5174,19396,4225
"ma",2019 Jul,797437.5,8496,18107,2890
"md",2019 Jul,336871.5,10152,21897,3106
"me",2019 Jul,256721.625,3378,8966,979
"mi",2019 Jul,195998.024096386,19004,40264,6155
"mn",2019 Jul,210628.16091954,11560,21612,10447
"mo",2019 Jul,155362.87826087,10156,22457,9572
"ms",2019 Jul,159023.989849429,3009.63636363636,10752.7272727273,2854.81818181818
"mt",2019 Jul,252311.456632653,2143.85714285714,6685,2426
"nc",2019 Jul,265774.53,17480,43118,18263
"nd",2019 Jul,155885.320754717,1026,3834,858
"ne",2019 Jul,168679.334796879,2569.16666666667,5276.2735042735,1256.09615384615
"nh",2019 Jul,307647.8,2616,5861,2446
"nj",2019 Jul,372419.142857143,13896,44484,1170
"nm",2019 Jul,227585.333333333,3060,8342,3633
"nv",2019 Jul,304157.470588235,6192,13155,3444
"ny",2019 Jul,290479.774193548,19482,65146,14868
"oh",2019 Jul,173939.238636364,16424,29202,19927
"ok",2019 Jul,148188.921052632,6002,15093,3556
"or",2019 Jul,357214.444444444,8238,16782,2484
"pa",2019 Jul,182371.701492537,16916,42741,11443
"ri",2019 Jul,464380,1454,3516,2492
"sc",2019 Jul,226207.347826087,9564,27504,11031
"sd",2019 Jul,191564.900956471,1381.18181818182,4073.64189189189,1190.55778120185
"tn",2019 Jul,232061.484210526,11958,25136,11080
"tx",2019 Jul,209299.076622822,41555.3333333333,106751.694444444,44165.625
"ut",2019 Jul,368693.931034483,5726,11601,7893
"va",2019 Jul,279863.427929066,13628.0476190476,32685.7984943978,10308.0892857143
"vt",2019 Jul,281658.357142857,1330,5203,979
"wa",2019 Jul,386532.025641026,15902,18593,11357
"wi",2019 Jul,224287.333333333,8680,22967,6208
"wv",2019 Jul,149077.2,2068,7820,1886
"wy",2019 Jul,313704.739130435,1248,3606,886
"ak",2019 Aug,269894.191924148,1225,3722.375,691.660377358491
"al",2019 Aug,185685.28358209,6920,20708,3225
"ar",2019 Aug,143053.506666667,3900,13401,3487
"az",2019 Aug,290307.933333333,11320,21607,14831
"ca",2019 Aug,556709.448275862,39660,81718,43385
"co",2019 Aug,429183.546875,11204,24686.2,13266
"ct",2019 Aug,353905.625,4896,17562,4158
"dc",2019 Aug,658082,908,1583,272
"de",2019 Aug,308445.333333333,1828,4547,492
"fl",2019 Aug,284406.850746269,42388,133298,53808
"ga",2019 Aug,205614.331128012,17920,52076,22278
"hi",2019 Aug,772811.25,1876,5942,945
"ia",2019 Aug,149801.484848485,4564,13192,4740
"id",2019 Aug,312047.5,4008,7780,1019
"il",2019 Aug,134335.215686275,18392,56722,23548
"in",2019 Aug,171798.065217391,10104,18641,7274
"ks",2019 Aug,127274.856648205,4128,9915,2818
"ky",2019 Aug,168519.95,5504,14414,6920
"la",2019 Aug,195714.46875,5152,19327,4514
"ma",2019 Aug,801472.285714286,8192,18198,3087
"md",2019 Aug,335746.125,9428,21619,2849
"me",2019 Aug,254165.4375,2908,9005,1020
"mi",2019 Aug,193483.21686747,18728,41272,5994
"mn",2019 Aug,207643.701149425,10828,21942,9836
"mo",2019 Aug,154394.973913043,9716,22723,9960
"ms",2019 Aug,157593.756673512,2954.54545454545,10568.4090909091,3023.77272727273
"mt",2019 Aug,253722.071428571,2050,6641,2430
"nc",2019 Aug,264450.73,20828,43245,17686
"nd",2019 Aug,171634.284489156,980,3895,989.714285714286
"ne",2019 Aug,164100.00823913,2620.75,5550.92307692308,1606.62139423077
"nh",2019 Aug,305461.8,2508,5853,2409
"nj",2019 Aug,369997.380952381,13040,43185,1101
"nm",2019 Aug,231771.757575758,2836,8265,3682
"nv",2019 Aug,308233,5780,12998,3321
"ny",2019 Aug,287305.177419355,18944,65402,17558
"oh",2019 Aug,172991.386363636,15900,29921,19166
"ok",2019 Aug,149851.289473684,5664,14964,3637
"or",2019 Aug,354016.5,7420,16569,2528
"pa",2019 Aug,181053.746268657,15744,42444,10506
